,full_address,lat,lon
2178,215 Serangoon Ave 4,1.3580289,103.8733041
2179,215 Tampines St 23,1.3546402,103.9531486
2180,215 Yishun St 21,1.4317299,103.8356351
2181,215A Jurong East St 21,1.3396086,103.738248
2182,216 Ang Mo Kio Ave 1,1.3662078,103.8414166
2183,216 Bishan St 23,1.3564017,103.8492294
2184,216 Bt Batok St 21,1.3471667,103.7534939
2185,216 Choa Chu Kang Ctrl,1.3832509,103.7470585
2186,216 Jurong East St 21,1.3397069,103.7375602
2187,216 Lor 8 Toa Payoh,1.3424785,103.8541891
2188,216 Marsiling Lane,1.4471161,103.7721794
2189,216 Pasir Ris St 21,1.3690908,103.9609451
2190,216 Petir Rd,1.3746049,103.7747428
2191,216 Serangoon Ave 4,1.3575177,103.8731229
2192,216 Tampines St 23,1.3540562,103.9528766
2193,216 Yishun St 21,1.432351,103.836249
2194,216A Compassvale Dr,1.3907855,103.8932821
2195,217 Bedok Nth St 1,1.3268697,103.9339311
2196,217 Bishan St 23,1.3566936,103.8494106
2197,217 Bt Batok St 21,1.3467942,103.7545801
2198,217 Choa Chu Kang Ctrl,1.3831102,103.7464306
2199,217 Jurong East St 21,1.3399972,103.7380128
2200,217 Lor 8 Toa Payoh,1.3426955,103.854642
2201,217 Marsiling Cres,1.4467942,103.7726658
2202,217 Pasir Ris St 21,1.3694574,103.9608544
2203,217 Petir Rd,1.3747571,103.7737922
2204,217 Serangoon Ave 4,1.3576,103.8720392
2205,217 Tampines St 23,1.3542822,103.9517887
2206,217 Yishun St 21,1.4326905,103.8361576
2207,217A Jurong East St 21,1.340526,103.7383974
2208,218 Ang Mo Kio Ave 1,1.3651811,103.8415977
2209,218 Bedok Nth St 1,1.3275586,103.9345016
2210,218 Bishan St 23,1.356852,103.849737
2211,218 Bt Batok St 21,1.3472353,103.7543086
2212,218 Choa Chu Kang Ctrl,1.3829126,103.7458094
2213,218 Jurong East St 21,1.340364,103.7379223
2214,218 Lor 8 Toa Payoh,1.3427656,103.8551856
2215,218 Marsiling Cres,1.4466991,103.7738529
2216,218 Pasir Ris St 21,1.3695274,103.9613984
2217,218 Petir Rd,1.3744281,103.7736564
2218,218 Serangoon Ave 4,1.3579657,103.8721298
2219,218 Tampines St 24,1.3544243,103.952514
2220,218 Yishun St 21,1.4330256,103.8360481
2221,219 Ang Mo Kio Ave 1,1.3659933,103.8405108
2222,219 Bishan St 23,1.357445,103.8492973
2223,219 Bt Batok St 21,1.3472311,103.7550328
2224,219 Choa Chu Kang Ctrl,1.3827479,103.7457065
2225,219 Jurong East St 21,1.3407292,103.7381033
2226,219 Lor 8 Toa Payoh,1.3427803,103.8557971
2227,219 Pasir Ris St 21,1.3693607,103.9617384
2228,219 Petir Rd,1.3742328,103.7725926
2229,219 Serangoon Ave 4,1.3583317,103.8721297
2230,219 Tampines St 24,1.3547898,103.9526046
2231,219 Yishun St 21,1.433338,103.83597
2232,219A Bedok Ctrl,1.3254425,103.9331789
2233,219A Jurong East St 21,1.3406595,103.7374697
2234,219B Bedok Ctrl,1.3253886,103.9336065
2235,219C Bedok Ctrl,1.3249153,103.9333079
2236,219D Bedok Ctrl,1.3249196,103.9337841
2237,22 Balam Rd,1.3301344,103.8878019
2238,22 Bedok Sth Ave 1,1.3213137,103.9333467
2239,22 Boon Keng Rd,1.3181563,103.861459
2240,22 Dover Cres,1.3071078,103.7835704
2241,22 Eunos Cres,1.3248213,103.9019834
2242,22 Ghim Moh Link,1.3093463,103.7856302
2243,22 Haig Rd,1.3137116,103.8951378
2244,22 Havelock Rd,1.288844,103.8287358
2245,22 Hougang Ave 3,1.3643086,103.8903391
2246,22 Jln Membina,1.2852783,103.8262063
2247,22 Marsiling Dr,1.4426538,103.7746349
2248,22 Queen'S Cl,1.293686,103.7995747
2249,22 Sin Ming Rd,1.3572107,103.8392427
2250,22 St. George'S Rd,1.3251949,103.8624221
2251,22 Teban Gdns Rd,1.3227791,103.7397325
2252,22 Telok Blangah Cres,1.2766159,103.819864
2253,22 Tiong Bahru Rd,1.285767,103.8316954
2254,220 Ang Mo Kio Ave 1,1.3656276,103.8404202
2255,220 Bishan St 23,1.3575209,103.8488444
2256,220 Bt Batok East Ave 3,1.3475099,103.7546587
2257,220 Choa Chu Kang Ctrl,1.3819973,103.7455481
2258,220 Hougang St 21,1.3569834,103.884404
2259,220 Jurong East St 21,1.341099,103.7374697
2260,220 Lor 8 Toa Payoh,1.3426302,103.8564312
2261,220 Pasir Ris St 21,1.3698193,103.9615797
2262,220 Petir Rd,1.3745062,103.7728416
2263,220 Serangoon Ave 4,1.3586973,103.87222
2264,220 Tampines St 24,1.3556899,103.952038
2265,220 Yishun St 21,1.4333634,103.8353118
2266,220A Bedok Ctrl,1.3257321,103.9346359
2267,220B Bedok Ctrl,1.3256922,103.9344209
2268,220C Bedok Ctrl,1.3254538,103.9339582
2269,221 Ang Mo Kio Ave 1,1.3664403,103.8392427
2270,221 Bishan St 23,1.3578122,103.8491162
2271,221 Boon Lay Pl,1.3461938,103.7124483
2272,221 Bt Batok East Ave 3,1.3474582,103.7537655
2273,221 Choa Chu Kang Ctrl,1.3822202,103.7450502
2274,221 Hougang St 21,1.357017,103.883883
2275,221 Jurong East St 21,1.340865,103.736935
2276,221 Lor 8 Toa Payoh,1.3426271,103.8569747
2277,221 Pasir Ris St 21,1.37026,103.961361
2278,221 Pending Rd,1.3753269,103.7734979
2279,221 Serangoon Ave 4,1.3591392,103.8718583
2280,221 Simei St 4,1.3417576,103.9564348
2281,221 Tampines St 24,1.3551574,103.9523327
2282,221 Yishun St 21,1.4340405,103.8363799
2283,221A Bedok Ctrl,1.3248975,103.9333872
2284,221A Jurong East St 21,1.3407925,103.7366325
2285,221B Bedok Ctrl,1.325015,103.934526
2286,221C Bedok Ctrl,1.3250199,103.9341603
2287,222 Ang Mo Kio Ave 1,1.366074,103.8392427
2288,222 Bishan St 23,1.3580546,103.8483688
2289,222 Bt Batok East Ave 3,1.3478227,103.7540372
2290,222 Hougang St 21,1.356333,103.883712
2291,222 Jurong East St 21,1.3410179,103.7356369
2292,222 Lor 8 Toa Payoh,1.3417912,103.8559329
2293,222 Pasir Ris St 21,1.3706801,103.9615117
2294,222 Pending Rd,1.3752319,103.7740638
2295,222 Serangoon Ave 4,1.3585568,103.8714062
2296,222 Simei St 4,1.3415715,103.9569788
2297,222 Tampines St 24,1.3555213,103.9526953
2298,222 Yishun St 21,1.4341192,103.8363865
2299,223 Ang Mo Kio Ave 1,1.3660809,103.8380651
2300,223 Bishan St 23,1.3586232,103.8482103
2301,223 Bt Batok East Ave 3,1.3481947,103.7530415
2302,223 Choa Chu Kang Ctrl,1.381875,103.7445298
2303,223 Jurong East St 21,1.341052,103.7360894
2304,223 Lor 8 Toa Payoh,1.3413048,103.8555498
2305,223 Pasir Ris St 21,1.3706801,103.9615117
2306,223 Pending Rd,1.3757666,103.7734979
2307,223 Serangoon Ave 4,1.3576135,103.8705868
2308,223 Simei St 4,1.3422443,103.9576814
2309,223 Tampines St 24,1.3553919,103.9529961
2310,223 Yishun St 21,1.43446,103.83573
2311,223A Compassvale Walk,1.3882399,103.8971721
2312,223A Jurong East St 21,1.3413966,103.7366551
2313,223B Compassvale Walk,1.388298,103.897587
2314,223C Compassvale Walk,1.3888073,103.8976789
2315,223D Compassvale Walk,1.3893208,103.8975883
2316,224 Bishan St 23,1.358992,103.8477574
2317,224 Bt Batok St 21,1.3479049,103.7524983
2318,224 Choa Chu Kang Ctrl,1.3806999,103.7448918
2319,224 Jurong East St 21,1.3416891,103.7367456
2320,224 Lor 8 Toa Payoh,1.3412302,103.8560016
2321,224 Pasir Ris St 21,1.3709209,103.9610358
2322,224 Serangoon Ave 4,1.3572417,103.8707693
2323,224 Simei St 4,1.3431973,103.9574094
2324,224 Tampines St 23,1.3553701,103.9535112
2325,224 Yishun St 21,1.4344851,103.8350825
2326,224A Compassvale Walk,1.3878494,103.8981235
2327,224B Compassvale Walk,1.3882922,103.8980414
2328,224C Compassvale Walk,1.389217,103.897923
2329,224D Compassvale Walk,1.38875,103.89858
2330,225 Ang Mo Kio Ave 1,1.3674729,103.8380651
2331,225 Bishan St 23,1.3587001,103.8475762
2332,225 Bt Batok Ctrl,1.348447,103.752573
2333,225 Choa Chu Kang Ctrl,1.3812858,103.7449823
2334,225 Jurong East St 21,1.3421281,103.7368361
2335,225 Lor 8 Toa Payoh,1.3394005,103.8558201
2336,225 Pasir Ris St 21,1.3712133,103.9611264
2337,225 Pending Rd,1.3755339,103.77257
2338,225 Serangoon Ave 4,1.3568838,103.8701338
2339,225 Simei St 4,1.3423933,103.9572281
2340,225 Tampines St 23,1.3551473,103.9540551
2341,225 Yishun St 21,1.43487,103.83578
2342,225A Compassvale Walk,1.387648,103.898725
2343,225A Jurong East St 21,1.3420638,103.736468
2344,225B Compassvale Walk,1.387819,103.899024
2345,225C Compassvale Walk,1.38862,103.898916
2346,226 Ang Mo Kio Ave 1,1.3677691,103.8383695
2347,226 Bishan St 23,1.3585004,103.8472818
2348,226 Bt Batok Ctrl,1.34875,103.752949
2349,226 Choa Chu Kang Ctrl,1.381292,103.745452
2350,226 Jurong East St 21,1.3414013,103.7358405
2351,226 Lor 8 Toa Payoh,1.3394638,103.8569953
2352,226 Pasir Ris St 21,1.3711358,103.9618517
2353,226 Pending Rd,1.3752605,103.772321
2354,226 Serangoon Ave 4,1.3568796,103.8708586
2355,226 Simei St 4,1.3427598,103.9571374
2356,226 Tampines St 23,1.3555843,103.953825
2357,226 Yishun St 21,1.4344785,103.8361132
2358,226A Compassvale Walk,1.387662,103.8992648
2359,226B Ang Mo Kio Ave 1,1.367338,103.8395759
2360,226B Compassvale Walk,1.387662,103.8992648
2361,226C Compassvale Walk,1.3881347,103.8998538
2362,226E Ang Mo Kio Ave 1,1.3665629,103.8397661
2363,227 Bishan St 23,1.358042,103.8473951
2364,227 Bt Batok Ctrl,1.3484741,103.7532735
2365,227 Choa Chu Kang Ctrl,1.3812072,103.7458875
2366,227 Jurong East St 21,1.3418397,103.7360215
2367,227 Lor 8 Toa Payoh,1.3394613,103.8579015
2368,227 Pasir Ris St 21,1.3717232,103.9615797
2369,227 Pending Rd,1.3749364,103.7715505
2370,227 Serangoon Ave 4,1.3562943,103.870768
2371,227 Simei St 4,1.342162,103.9561175
2372,227 Tampines St 23,1.3547028,103.9549617
2373,227 Yishun St 21,1.435152,103.836505
2374,227A Compassvale Dr,1.3871978,103.9006652
2375,227B Compassvale Dr,1.3872992,103.9006023
2376,227C Compassvale Dr,1.386776,103.901124
2377,227D Compassvale Dr,1.387021,103.901366
2378,228 Bishan St 23,1.358119,103.846761
2379,228 Bt Batok Ctrl,1.348675,103.753633
2380,228 Choa Chu Kang Ctrl,1.3809835,103.7465211
2381,228 Jurong East St 21,1.3425707,103.7362931
2382,228 Lor 8 Toa Payoh,1.3390847,103.8587186
2383,228 Pasir Ris St 21,1.3721626,103.9615797
2384,228 Pending Rd,1.3754878,103.7710535
2385,228 Serangoon Ave 4,1.3563707,103.8702244
2386,228 Simei St 4,1.3424926,103.9558909
2387,228 Tampines St 23,1.3555834,103.9545991
2388,228 Yishun St 21,1.4353956,103.8375364
2389,228A Compassvale Walk,1.387547,103.9013375
2390,228B Compassvale Walk,1.387903,103.901196
2391,228C Compassvale Walk,1.387747,103.900654
2392,229 Ang Mo Kio Ave 3,1.3690836,103.8382463
2393,229 Bishan St 23,1.35761,103.8461269
2394,229 Bt Batok East Ave 3,1.3483329,103.7544899
2395,229 Choa Chu Kang Ctrl,1.3806908,103.7464306
2396,229 Compassvale Walk,1.388552,103.900785
2397,229 Jurong East St 21,1.341847,103.7379449
2398,229 Lor 8 Toa Payoh,1.3387228,103.8591683
2399,229 Pasir Ris St 21,1.3727474,103.961761
2400,229 Pending Rd,1.3753386,103.7715062
2401,229 Serangoon Ave 4,1.3559992,103.8702238
2402,229 Simei St 4,1.3431139,103.9560269
2403,229 Tampines St 23,1.3559531,103.9539645
2404,229 Yishun St 21,1.434889,103.836926
2405,23 Balam Rd,1.3310199,103.8865333
2406,23 Bedok Sth Ave 1,1.3232861,103.9326987
2407,23 Bendemeer Rd,1.3174366,103.862613
2408,23 Dover Cres,1.3074368,103.7836157
2409,23 Eunos Cres,1.3242428,103.9020371
2410,23 Ghim Moh Link,1.3088305,103.786264
2411,23 Haig Rd,1.3136014,103.8953659
2412,23 Hougang Ave 3,1.3648919,103.8907921
2413,23 Jln Membina,1.2848647,103.826781
2414,23 Lim Liak St,1.2855036,103.8317088
2415,23 Marsiling Dr,1.4414733,103.7733134
2416,23 Sin Ming Rd,1.3543011,103.8358007
2417,23 St. George'S Rd,1.3250026,103.8630075
2418,23 Teban Gdns Rd,1.3228496,103.7392569
2419,23 Telok Blangah Cres,1.2761723,103.8207692
2420,23 Toa Payoh East,1.3345557,103.857088
2421,230 Ang Mo Kio Ave 3,1.3688659,103.837884
2422,230 Bishan St 23,1.3579056,103.8456739
2423,230 Bt Batok East Ave 3,1.3477999,103.7548292
2424,230 Choa Chu Kang Ctrl,1.3803435,103.7462722
2425,230 Compassvale Walk,1.388785,103.9013943
2426,230 Hougang Ave 1,1.3589742,103.8883456
2427,230 Jurong East St 21,1.3413645,103.7364031
2428,230 Lor 8 Toa Payoh,1.3382841,103.8593501
2429,230 Pasir Ris St 21,1.3727523,103.9609451
2430,230 Pending Rd,1.3762144,103.7721399
2431,230 Serangoon Ave 4,1.3561547,103.8695902
2432,230 Simei St 4,1.34328,103.9557776
2433,230 Tampines St 24,1.3559606,103.9526953
2434,230 Yishun St 21,1.4346557,103.8365966
2435,230B Tampines St 24,1.3555331,103.9507009
2436,230C Tampines St 24,1.3556936,103.9514035
2437,230D Tampines St 24,1.3561139,103.9515168
2438,230E Tampines St 24,1.3561166,103.9510635
2439,230F Tampines St 24,1.3563378,103.9507916
2440,230G Tampines St 21,1.3561273,103.9502581
2441,230H Tampines St 21,1.356323,103.949935
2442,230J Tampines St 21,1.3561983,103.9496131
2443,231 Ang Mo Kio Ave 3,1.3688328,103.8372952
2444,231 Bishan St 23,1.357263,103.8459683
2445,231 Bt Batok East Ave 5,1.3491948,103.7542864
2446,231 Choa Chu Kang Ctrl,1.380099,103.746086
2447,231 Compassvale Walk,1.3895178,103.9013943
2448,231 Hougang St 21,1.3584106,103.8879247
2449,231 Jurong East St 21,1.3411873,103.7380354
2450,231 Lor 8 Toa Payoh,1.3374036,103.8594436
2451,231 Pasir Ris Dr 4,1.373483,103.9612171
2452,231 Pending Rd,1.3760641,103.7727737
2453,231 Serangoon Ave 3,1.3549177,103.8682312
2454,231 Simei St 4,1.3439323,103.9568655
2455,231 Tampines St 21,1.3559635,103.9490918
2456,231 Yishun St 21,1.4341706,103.8370155
2457,232 Ang Mo Kio Ave 3,1.3682103,103.8372499
2458,232 Bain St,1.296785,103.8533456
2459,232 Bishan St 22,1.3582718,103.8456739
2460,232 Bt Batok East Ave 5,1.3494301,103.7547616
2461,232 Choa Chu Kang Ctrl,1.3806132,103.7471547
2462,232 Compassvale Walk,1.3905107,103.9008053
2463,232 Hougang Ave 1,1.3585337,103.8885268
2464,232 Jurong East St 21,1.339832,103.740803
2465,232 Lor 8 Toa Payoh,1.3375528,103.8588086
2466,232 Pasir Ris Dr 4,1.3745783,103.961761
2467,232 Pending Rd,1.3764327,103.7724115
2468,232 Serangoon Ave 3,1.3547502,103.8687068
2469,232 Simei St 4,1.3442229,103.9572281
2470,232 Tampines St 21,1.3564233,103.9487065
2471,232 Yishun St 21,1.434254,103.8371287
2472,232A Serangoon Ave 2,1.3542751,103.8680108
2473,233 Ang Mo Kio Ave 3,1.3675541,103.8367065
2474,233 Bain St,1.2967926,103.8540468
2475,233 Bishan St 22,1.3585805,103.8455006
2476,233 Bt Batok East Ave 5,1.3487501,103.7551915
2477,233 Choa Chu Kang Ctrl,1.380465,103.7474263
2478,233 Compassvale Walk,1.3901772,103.9005526
2479,233 Hougang St 21,1.35795,103.8881644
2480,233 Jurong East St 21,1.3403469,103.7409092
2481,233 Lor 8 Toa Payoh,1.3382109,103.8584432
2482,233 Pasir Ris Dr 4,1.3744296,103.9621237
2483,233 Pending Rd,1.376583,103.7717778
2484,233 Serangoon Ave 3,1.3551271,103.8691367
2485,233 Simei St 4,1.3440097,103.9561402
2486,233 Tampines St 21,1.3564307,103.9474374
2487,233 Yishun St 21,1.4350013,103.8381557
2488,234 Ang Mo Kio Ave 3,1.3671883,103.8366159
2489,234 Bishan St 22,1.3584894,103.8460363
2490,234 Bt Batok East Ave 5,1.34928,103.7553953
2491,234 Bt Panjang Ring Rd,1.3785616,103.7718683
2492,234 Choa Chu Kang Ctrl,1.3802408,103.7481504
2493,234 Compassvale Walk,1.390699,103.900227
2494,234 Hougang Ave 1,1.3581665,103.888708
2495,234 Jurong East St 21,1.3399217,103.7416106
2496,234 Lor 8 Toa Payoh,1.3385795,103.8579902
2497,234 Pasir Ris Dr 4,1.3734054,103.9619424
2498,234 Serangoon Ave 3,1.3548024,103.8695606
2499,234 Simei St 4,1.343429,103.9553243
2500,234 Tampines St 21,1.3559135,103.9482533
2501,234 Yishun St 21,1.4344091,103.8376494
2502,234A Serangoon Ave 2,1.3544003,103.8690466
2503,235 Ang Mo Kio Ave 3,1.3669343,103.8362083
2504,235 Bishan St 22,1.3586332,103.8464892
2505,235 Bt Batok East Ave 5,1.3485615,103.756142
2506,235 Bt Panjang Ring Rd,1.3784741,103.7711667
2507,235 Choa Chu Kang Ctrl,1.37987,103.7488746
2508,235 Compassvale Walk,1.3909,103.899558
2509,235 Hougang St 21,1.3574353,103.8885268
2510,235 Jurong East St 21,1.3399734,103.7421764
2511,235 Lor 8 Toa Payoh,1.338902,103.856847
2512,235 Pasir Ris St 21,1.3733306,103.9622144
2513,235 Serangoon Ave 3,1.3552016,103.8697714
2514,235 Simei St 4,1.3429704,103.9555283
2515,235 Tampines St 21,1.3555474,103.9482533
2516,235 Yishun St 21,1.4345403,103.8385407
2517,236 Bishan St 22,1.3590695,103.8470327
2518,236 Bt Batok East Ave 5,1.3496457,103.7554858
2519,236 Bt Panjang Ring Rd,1.3790051,103.7712346
2520,236 Choa Chu Kang Ctrl,1.3798737,103.748241
2521,236 Compassvale Walk,1.3904952,103.8994592
2522,236 Hougang Ave 1,1.3577993,103.8888893
2523,236 Jurong East St 21,1.3404134,103.7420858
2524,236 Lor 1 Toa Payoh,1.3405133,103.8521961
2525,236 Pasir Ris St 21,1.3745002,103.962577
2526,236 Serangoon Ave 3,1.3542491,103.869862
2527,236 Tampines St 21,1.3559199,103.9471655
2528,236 Yishun Ring Rd,1.4340861,103.839071
2529,236A Serangoon Ave 2,1.3539957,103.8693637
2530,237 Bishan St 22,1.3592871,103.8473951
2531,237 Bt Batok East Ave 5,1.349597,103.755193
2532,237 Bt Panjang Ring Rd,1.3784947,103.7707819
2533,237 Choa Chu Kang Ctrl,1.3794328,103.748422
2534,237 Compassvale Walk,1.3898246,103.8984841
2535,237 Hougang St 21,1.3569949,103.888708
2536,237 Jurong East St 21,1.3407116,103.7411807
2537,237 Lor 1 Toa Payoh,1.3398534,103.8523773
2538,237 Pasir Ris St 21,1.374242,103.9628943
2539,237 Serangoon Ave 3,1.3536633,103.869862
2540,237 Tampines St 21,1.3555538,103.9471655
2541,237 Yishun Ring Rd,1.4333825,103.8388803
2542,238 Bishan St 22,1.3598652,103.8443763
2543,238 Bt Batok East Ave 5,1.3499261,103.7545128
2544,238 Bt Panjang Ring Rd,1.3796691,103.7705103
2545,238 Choa Chu Kang Ctrl,1.3791929,103.7482069
2546,238 Compassvale Walk,1.3907061,103.8987664
2547,238 Hougang Ave 1,1.357124,103.8890965
2548,238 Jurong East St 21,1.3407152,103.7405471
2549,238 Lor 1 Toa Payoh,1.3402241,103.851562
2550,238 Pasir Ris St 21,1.3738004,103.963257
2551,238 Serangoon Ave 2,1.3535216,103.8690466
2552,238 Tampines St 21,1.3557585,103.9465989
2553,238 Yishun Ring Rd,1.4332785,103.8392453
2554,239 Bishan St 22,1.360475,103.8446775
2555,239 Bt Batok East Ave 5,1.3503071,103.7551238
2556,239 Bt Panjang Ring Rd,1.3799029,103.7712572
2557,239 Choa Chu Kang Ctrl,1.379468,103.747602
2558,239 Compassvale Walk,1.3913187,103.8983346
2559,239 Hougang St 22,1.3560334,103.8903391
2560,239 Jurong East St 21,1.3409328,103.7409092
2561,239 Lor 1 Toa Payoh,1.3404469,103.8510185
2562,239 Pasir Ris St 21,1.3732503,103.9633929
2563,239 Serangoon Ave 2,1.3533056,103.8684124
2564,239 Tampines St 21,1.3548747,103.9476236
2565,239 Yishun Ring Rd,1.433764,103.839581
2566,23A Queen'S Cl,1.2944348,103.7997331
2567,23B Queen'S Cl,1.293681,103.8004802
2568,24 Balam Rd,1.3300265,103.8874848
2569,24 Bendemeer Rd,1.3192104,103.8623395
2570,24 Beo Cres,1.2886266,103.8283736
2571,24 Eunos Cres,1.3238359,103.9023841
2572,24 Hougang Ave 3,1.365526,103.8919475
2573,24 Marsiling Dr,1.441578,103.772549
2574,24 New Upp Changi Rd,1.3238437,103.9333741
2575,24 Sin Ming Rd,1.3552091,103.8363302
2576,24 Teban Gdns Rd,1.3220275,103.7413632
2577,24 Telok Blangah Cres,1.2754417,103.820678
2578,24 Tiong Bahru Rd,1.2857757,103.8312581
2579,240 Bishan St 22,1.360985,103.8451304
2580,240 Bt Batok East Ave 5,1.3505337,103.7539471
2581,240 Bt Panjang Ring Rd,1.3793706,103.7714157
2582,240 Compassvale Walk,1.3909086,103.8979492
2583,240 Hougang St 22,1.3563963,103.8908827
2584,240 Jurong East St 21,1.3410206,103.7415654
2585,240 Lor 1 Toa Payoh,1.3408877,103.8507467
2586,240 Pasir Ris St 21,1.3734738,103.9627583
2587,240 Serangoon Ave 2,1.3532261,103.8694996
2588,240 Tampines St 21,1.3549408,103.9471854
2589,240 Yishun Ring Rd,1.4326644,103.8394787
2590,241 Bishan St 22,1.3606894,103.8455834
2591,241 Bt Batok East Ave 5,1.3509696,103.7545808
2592,241 Bt Panjang Ring Rd,1.3797344,103.7718683
2593,241 Compassvale Walk,1.3899224,103.8976707
2594,241 Hougang St 22,1.3567566,103.8918795
2595,241 Jurong East St 24,1.3415064,103.7430815
2596,241 Kim Keat Link,1.3304612,103.8557625
2597,241 Pasir Ris St 21,1.3731087,103.962577
2598,241 Serangoon Ave 3,1.3532961,103.8700432
2599,241 Tampines St 21,1.3546022,103.9471655
2600,241 Yishun Ring Rd,1.4321146,103.83922
2601,242 Bishan St 22,1.3613523,103.8449493
2602,242 Bt Batok East Ave 5,1.350743,103.7557576
2603,242 Bt Panjang Ring Rd,1.3801009,103.7718683
2604,242 Hougang St 22,1.3572681,103.8920607
2605,242 Jurong East St 24,1.341782,103.742659
2606,242 Kim Keat Link,1.3300832,103.8558005
2607,242 Pasir Ris St 21,1.3715725,103.962305
2608,242 Serangoon Ave 3,1.3526576,103.8696581
2609,242 Simei St 5,1.3434535,103.9542591
2610,242 Tampines St 21,1.354036,103.946633
2611,242 Yishun Ring Rd,1.4329338,103.840239
2612,243 Bishan St 22,1.3610015,103.8446233
2613,243 Bt Batok East Ave 5,1.349733,103.7562327
2614,243 Bt Panjang Ring Rd,1.3805988,103.7713478
2615,243 Hougang St 22,1.3576364,103.8916983
2616,243 Jurong East St 24,1.3419822,103.7431268
2617,243 Kim Keat Link,1.330261,103.856526
2618,243 Pasir Ris St 21,1.3715692,103.962849
2619,243 Serangoon Ave 2,1.3529374,103.8687748
2620,243 Simei St 5,1.3438144,103.9551203
2621,243 Tampines St 21,1.354673,103.947203
2622,243 Yishun Ring Rd,1.4335181,103.8406919
2623,244 Bishan St 22,1.3604958,103.8444447
2624,244 Bt Batok East Ave 5,1.3491241,103.7570247
2625,244 Bt Panjang Ring Rd,1.3809057,103.7721399
2626,244 Compassvale Rd,1.3935991,103.8989798
2627,244 Hougang St 22,1.3581474,103.8919701
2628,244 Jurong East St 24,1.3426102,103.7421764
2629,244 Kim Keat Link,1.3307172,103.8563925
2630,244 Pasir Ris St 21,1.3715665,103.9633023
2631,244 Serangoon Ave 2,1.352552,103.868726
2632,244 Simei St 5,1.343836,103.9545537
2633,244 Tampines St 21,1.3537738,103.9471203
2634,244 Yishun Ring Rd,1.433955,103.8412354
2635,245 Bishan St 22,1.3605524,103.8439529
2636,245 Bt Batok East Ave 5,1.3497823,103.7572059
2637,245 Bt Panjang Ring Rd,1.3805032,103.7721716
2638,245 Compassvale Rd,1.392981,103.8993069
2639,245 Hougang St 22,1.3584424,103.8916077
2640,245 Jurong East St 24,1.3416596,103.7419048
2641,245 Kim Keat Link,1.3310779,103.8566514
2642,245 Pasir Ris St 21,1.3710566,103.962849
2643,245 Serangoon Ave 2,1.3524077,103.8691607
2644,245 Simei St 5,1.3444236,103.9541911
2645,245 Tampines St 21,1.3534341,103.9466216
2646,245 Yishun Ave 9,1.4343913,103.8418695
2647,246 Bangkit Rd,1.381395,103.7730679
2648,246 Bishan St 22,1.3607032,103.8432282
2649,246 Bt Batok East Ave 5,1.3496343,103.7574773
2650,246 Compassvale Rd,1.392554,103.899052
2651,246 Hougang St 22,1.3588823,103.891517
2652,246 Jurong East St 24,1.341818,103.739823
2653,246 Kim Keat Link,1.3303225,103.8558358
2654,246 Pasir Ris St 21,1.3711325,103.9623957
2655,246 Serangoon Ave 3,1.3519807,103.8695902
2656,246 Simei St 5,1.3450275,103.9541684
2657,246 Tampines St 21,1.35308,103.947304
2658,246 Yishun Ave 9,1.4350355,103.8424507
2659,247 Bishan St 22,1.3609967,103.8431376
2660,247 Bt Batok East Ave 5,1.3496739,103.7563077
2661,247 Compassvale Rd,1.392129,103.899267
2662,247 Hougang Ave 3,1.359102,103.891517
2663,247 Jurong East St 24,1.3418949,103.7391894
2664,247 Kim Keat Link,1.331086,103.8552162
2665,247 Pasir Ris St 21,1.3706932,103.9623957
2666,247 Simei St 5,1.3440239,103.9536925
2667,247 Tampines St 21,1.3522764,103.9469347
2668,247 Yishun Ave 9,1.4349957,103.842028
2669,248 Bangkit Rd,1.3814054,103.7744033
2670,248 Bishan St 22,1.3615089,103.8432282
2671,248 Bt Batok East Ave 5,1.3502993,103.7564817
2672,248 Choa Chu Kang Ave 2,1.3790068,103.7460685
2673,248 Compassvale Rd,1.39232,103.8984945
2674,248 Hougang Ave 3,1.3593154,103.8926044
2675,248 Jurong East St 24,1.3422743,103.7400719
2676,248 Kim Keat Link,1.3314063,103.8559721
2677,248 Pasir Ris St 21,1.370691,103.9627583
2678,248 Tampines St 21,1.3521081,103.9472639
2679,248 Yishun Ave 9,1.435696,103.8423094
2680,249 Bangkit Rd,1.3810411,103.7740412
2681,249 Bishan St 22,1.3612855,103.8438623
2682,249 Bt Batok East Ave 5,1.3506661,103.7563913
2683,249 Choa Chu Kang Ave 2,1.3795959,103.7456159
2684,249 Compassvale Rd,1.391772,103.8991659
2685,249 Hougang Ave 3,1.3596597,103.8917267
2686,249 Jurong East St 24,1.3425344,103.7393453
2687,249 Kim Keat Link,1.3313391,103.8566442
2688,249 Pasir Ris St 21,1.3701757,103.9632116
2689,249 Tampines St 21,1.3518862,103.9484346
2690,249 Yishun Ave 9,1.4351991,103.8417789
2691,25 Chai Chee Rd,1.323801,103.9241597
2692,25 Eunos Cres,1.3234693,103.9024755
2693,25 Lim Liak St,1.2854766,103.8312992
2694,25 Marsiling Dr,1.441967,103.772454
2695,25 Sin Ming Rd,1.3548142,103.8387831
2696,25 Teban Gdns Rd,1.3220276,103.7413627
2697,25 Teck Whye Lane,1.3780005,103.7551205
2698,25 Telok Blangah Cres,1.2764001,103.8192299
2699,25 Toa Payoh East,1.3335315,103.8569974
2700,250 Bangkit Rd,1.3806756,103.7738601
