,full_address,lat,lon
3994,337 Ubi Ave 1,1.3260864,103.9014623
3995,337 Woodlands Ave 1,1.4308698,103.7820085
3996,337A Tah Ching Rd,1.337826,103.7229364
3997,337B Tah Ching Rd,1.3375579,103.7225118
3998,337C Tah Ching Rd,1.3372082,103.7219248
3999,337D Tah Ching Rd,1.3375444,103.7217115
4000,338 Ang Mo Kio Ave 1,1.3638558,103.8489803
4001,338 Bt Batok St 34,1.3635134,103.750866
4002,338 Clementi Ave 2,1.3161701,103.7694239
4003,338 Jurong East Ave 1,1.3503721,103.7311374
4004,338 Sembawang Cres,1.4456742,103.8153771
4005,338 Tampines St 33,1.3518941,103.9595852
4006,338 Ubi Ave 1,1.3261736,103.9022099
4007,338 Woodlands Ave 1,1.4307831,103.781171
4008,338A Tah Ching Rd,1.3378985,103.7221774
4009,338B Kang Ching Rd,1.3382623,103.7219443
4010,339 Bt Batok St 34,1.3631512,103.7501419
4011,339 Clementi Ave 5,1.3195385,103.7691523
4012,339 Hougang Ave 7,1.3701195,103.8985851
4013,339 Jurong East Ave 1,1.3494724,103.7315219
4014,339 Tampines St 33,1.3510921,103.9590413
4015,339 Ubi Ave 1,1.3265763,103.9021646
4016,339 Woodlands Ave 1,1.4310193,103.7815558
4017,339A Kang Ching Rd,1.3378047,103.7214443
4018,339A Sembawang Cl,1.4479157,103.8179355
4019,339B Kang Ching Rd,1.3382096,103.7212619
4020,339B Sembawang Cl,1.4479549,103.817528
4021,339C Kang Ching Rd,1.3385779,103.7216326
4022,339D Kang Ching Rd,1.3389521,103.7222402
4023,34 Bedok Sth Ave 2,1.3219812,103.9380553
4024,34 Cassia Cres,1.3095876,103.8845353
4025,34 Chai Chee Ave,1.3242083,103.9264025
4026,34 Circuit Rd,1.3291483,103.8874848
4027,34 Eunos Cres,1.3209863,103.9007594
4028,34 Jln Bahagia,1.3270274,103.8577889
4029,34 Jln Bt Ho Swee,1.2881222,103.827015
4030,34 Kim Cheng St,1.2849932,103.8317399
4031,34 Lor 5 Toa Payoh,1.3347919,103.8541891
4032,34 Marine Cres,1.303843,103.9123146
4033,34 Marsiling Dr,1.444253,103.772675
4034,34 Teban Gdns Rd,1.319894,103.7417917
4035,34 Telok Blangah Way,1.2735811,103.8224539
4036,34 Upp Cross St,1.2861551,103.8422545
4037,34 Whampoa West,1.3205377,103.8634349
4038,340 Bt Batok St 34,1.3631549,103.7495082
4039,340 Choa Chu Kang Loop,1.3841235,103.7455481
4040,340 Clementi Ave 5,1.318802,103.7699671
4041,340 Hougang Ave 7,1.3703441,103.8977696
4042,340 Jurong East Ave 1,1.3503014,103.7306848
4043,340 Tampines St 33,1.3511706,103.9599576
4044,340 Ubi Ave 1,1.3263978,103.9013943
4045,340 Woodlands Ave 1,1.4312411,103.7812842
4046,340A Sembawang Cl,1.447587,103.8176638
4047,340B Sembawang Cl,1.4473634,103.8182072
4048,341 Bt Batok St 34,1.3627906,103.7491461
4049,341 Choa Chu Kang Loop,1.3844869,103.7460912
4050,341 Clementi Ave 5,1.3190999,103.7690618
4051,341 Hougang Ave 7,1.3705226,103.8985398
4052,341 Jurong East Ave 1,1.3491988,103.7313183
4053,341 Sembawang Cl,1.4471601,103.8187243
4054,341 Tampines St 33,1.3513005,103.9609451
4055,341 Ubi Ave 1,1.3268711,103.9018021
4056,341 Woodlands Ave 1,1.4315358,103.7811031
4057,341A Sembawang Cl,1.4476172,103.8187053
4058,341B Sembawang Cl,1.4481325,103.8184789
4059,342 Bt Batok St 34,1.3625739,103.748603
4060,342 Choa Chu Kang Loop,1.3840815,103.7464532
4061,342 Clementi Ave 5,1.3182164,103.7699671
4062,342 Tampines St 33,1.3510756,103.9618517
4063,342 Ubi Ave 1,1.3265457,103.9011225
4064,342 Woodlands Ave 1,1.4319577,103.7811258
4065,342A Yishun Ring Rd,1.4307809,103.8443152
4066,342B Yishun Ring Rd,1.4303552,103.8449266
4067,342C Yishun Ring Rd,1.4299749,103.844134
4068,343 Ang Mo Kio Ave 3,1.3683603,103.8491162
4069,343 Bt Batok St 34,1.3624242,103.7491461
4070,343 Choa Chu Kang Loop,1.3835575,103.7485843
4071,343 Clementi Ave 5,1.3177716,103.770963
4072,343 Jurong East St 31,1.3459036,103.7311366
4073,343 Tampines St 33,1.351884,103.9613077
4074,343 Ubi Ave 1,1.3264393,103.9005335
4075,343 Woodlands Ave 1,1.4318833,103.7807343
4076,343 Yishun Ave 11,1.4295352,103.8440435
4077,344 Ang Mo Kio Ave 3,1.3679934,103.8492068
4078,344 Bt Batok St 34,1.3627858,103.7499608
4079,344 Choa Chu Kang Loop,1.3832822,103.7452313
4080,344 Clementi Ave 5,1.3180019,103.7690618
4081,344 Ubi Ave 1,1.3263013,103.8990835
4082,344 Woodlands St 32,1.4321269,103.7804694
4083,344 Yishun Ave 11,1.4290379,103.8443831
4084,345 Ang Mo Kio Ave 3,1.3675154,103.8497376
4085,345 Bt Batok St 34,1.3628539,103.750866
4086,345 Choa Chu Kang Loop,1.3828819,103.7447334
4087,345 Clementi Ave 5,1.3176728,103.7690165
4088,345 Kang Ching Rd,1.3395238,103.721324
4089,345 Tampines St 33,1.3518413,103.9623503
4090,345 Ubi Ave 1,1.3258806,103.8991448
4091,345 Woodlands St 32,1.4322764,103.7800167
4092,345 Yishun Ave 11,1.4285781,103.8445869
4093,346 Ang Mo Kio Ave 3,1.3671343,103.8497283
4094,346 Bt Batok St 34,1.3624896,103.7505039
4095,346 Choa Chu Kang Loop,1.3835597,103.7448013
4096,346 Clementi Ave 5,1.3171185,103.7699671
4097,346 Kang Ching Rd,1.3400726,103.721548
4098,346 Tampines St 33,1.3510724,103.9623957
4099,346 Ubi Ave 1,1.3260055,103.8996273
4100,346 Woodlands St 32,1.4324165,103.7811031
4101,346 Yishun Ave 11,1.4285114,103.8435
4102,347 Ang Mo Kio Ave 3,1.3673378,103.8485727
4103,347 Bt Batok St 34,1.3621922,103.7512281
4104,347 Clementi Ave 5,1.3171849,103.7706075
4105,347 Kang Ching Rd,1.340459,103.7207319
4106,347 Tampines St 33,1.3518733,103.963121
4107,347 Ubi Ave 1,1.3257118,103.8998085
4108,347 Woodlands Ave 3,1.4332206,103.7816464
4109,347A Yishun Ave 11,1.4279306,103.8425036
4110,347B Yishun Ave 11,1.4276035,103.8422525
4111,348 Ang Mo Kio Ave 3,1.36617,103.847848
4112,348 Bt Batok St 34,1.3621226,103.7505944
4113,348 Clementi Ave 5,1.316748,103.7707819
4114,348 Jurong East Ave 1,1.344585,103.7311362
4115,348 Kang Ching Rd,1.3399467,103.7200696
4116,348 Tampines St 33,1.3526769,103.9633929
4117,348 Ubi Ave 1,1.3261477,103.9003522
4118,348 Woodlands Ave 3,1.4329438,103.7818954
4119,348A Yishun Ave 11,1.4273552,103.8416362
4120,348B Yishun Ave 11,1.427289,103.8415489
4121,348C Yishun Ave 11,1.4269717,103.8422562
4122,348D Yishun Ave 11,1.4269546,103.8427955
4123,349 Bt Batok St 34,1.3621269,103.7498703
4124,349 Clementi Ave 2,1.3159413,103.7710535
4125,349 Corporation Dr,1.339429,103.718934
4126,349 Jurong East Ave 1,1.3444364,103.7314982
4127,349 Tampines St 33,1.3533186,103.963189
4128,349 Ubi Ave 1,1.325855,103.9003522
4129,349 Woodlands Ave 3,1.4333629,103.7823707
4130,349 Yishun Ave 11,1.4260164,103.8435905
4131,35 Bedok Sth Ave 2,1.3223734,103.9398229
4132,35 Chai Chee Ave,1.3248659,103.9261361
4133,35 Circuit Rd,1.3291935,103.8859897
4134,35 Eunos Cres,1.321131,103.9012131
4135,35 Jln Bahagia,1.3268055,103.8576081
4136,35 Jln Rumah Tinggi,1.2881487,103.8089925
4137,35 Lim Liak St,1.2851415,103.831036
4138,35 Lor 5 Toa Payoh,1.3343507,103.8545514
4139,35 Marine Cres,1.3031461,103.9127224
4140,35 Marsiling Dr,1.445117,103.772459
4141,35 Teban Gdns Rd,1.3196158,103.7424479
4142,35 Telok Blangah Rise,1.2730336,103.8221303
4143,350 Ang Mo Kio St 32,1.3636482,103.8500447
4144,350 Bt Batok St 34,1.3616914,103.7491461
4145,350 Choa Chu Kang Ctrl,1.383641,103.7434436
4146,350 Clementi Ave 2,1.3156443,103.7702386
4147,350 Corporation Dr,1.3389321,103.7206237
4148,350 Tampines St 33,1.3538497,103.963121
4149,350 Ubi Ave 1,1.3258861,103.9013037
4150,350 Woodlands Ave 3,1.4338587,103.7823028
4151,350 Yishun Ave 11,1.4259403,103.8440435
4152,350A Canberra Rd,1.4504682,103.8206525
4153,350A Yishun Ave 11,1.4262315,103.8444058
4154,350B Canberra Rd,1.4499902,103.8207883
4155,350C Canberra Rd,1.4498826,103.8203808
4156,351 Ang Mo Kio St 32,1.3643243,103.8502938
4157,351 Bt Batok St 34,1.3618364,103.7494177
4158,351 Choa Chu Kang Ctrl,1.383515,103.7430589
4159,351 Clementi Ave 2,1.3153568,103.7708724
4160,351 Corporation Dr,1.3388795,103.7196917
4161,351 Hougang Ave 7,1.3718015,103.8990382
4162,351 Tampines St 33,1.3529734,103.9627583
4163,351 Ubi Ave 1,1.3255966,103.90076
4164,351 Woodlands Ave 1,1.4321764,103.7843626
4165,351 Yishun Ave 11,1.4265255,103.8443152
4166,351A Canberra Rd,1.4505077,103.8201997
4167,351B Canberra Rd,1.4508389,103.8200638
4168,351C Canberra Rd,1.4513921,103.8196563
4169,351D Canberra Rd,1.451064,103.819294
4170,352 Ang Mo Kio St 32,1.3646305,103.8506424
4171,352 Bt Batok St 34,1.3616165,103.7494177
4172,352 Choa Chu Kang Ctrl,1.3830561,103.743172
4173,352 Clementi Ave 2,1.3146209,103.7715967
4174,352 Hougang Ave 7,1.372094,103.8991288
4175,352 Kang Ching Rd,1.3394,103.7201965
4176,352 Tampines St 33,1.3542017,103.962373
4177,352 Ubi Ave 1,1.3252748,103.899446
4178,352 Woodlands Ave 1,1.4317355,103.7844532
4179,352 Yishun Ring Rd,1.4265211,103.8450399
4180,352A Canberra Rd,1.4507646,103.8196884
4181,352B Canberra Rd,1.4503644,103.8198778
4182,352C Canberra Rd,1.4497756,103.8198827
4183,353 Ang Mo Kio St 32,1.3640602,103.8516073
4184,353 Bt Batok St 34,1.3616872,103.7498703
4185,353 Choa Chu Kang Ctrl,1.3820832,103.7434209
4186,353 Hougang Ave 7,1.37218,103.899501
4187,353 Kang Ching Rd,1.3397115,103.720799
4188,353 Tampines St 33,1.3548755,103.9629396
4189,353 Woodlands Ave 1,1.431827,103.78518
4190,353 Yishun Ring Rd,1.4261543,103.8450399
4191,353A Admiralty Dr,1.4506585,103.8189939
4192,353B Admiralty Dr,1.450073,103.819344
4193,353C Admiralty Dr,1.449724,103.8193166
4194,354 Ang Mo Kio St 32,1.3639116,103.8519697
4195,354 Bt Batok St 31,1.3613946,103.7497798
4196,354 Choa Chu Kang Ctrl,1.3825953,103.743602
4197,354 Clementi Ave 2,1.3135272,103.7708724
4198,354 Hougang Ave 7,1.3724597,103.8992195
4199,354 Kang Ching Rd,1.3395126,103.7202737
4200,354 Tampines St 33,1.3548969,103.9624183
4201,354 Woodlands Ave 1,1.4323916,103.7851775
4202,354 Yishun Ring Rd,1.4257863,103.845221
4203,354A Admiralty Dr,1.4501124,103.8188412
4204,354B Admiralty Dr,1.4503705,103.81866
4205,354C Admiralty Dr,1.4506118,103.8182299
4206,354D Admiralty Dr,1.4509385,103.8188185
4207,355 Bt Batok St 31,1.361775,103.7505266
4208,355 Choa Chu Kang Ctrl,1.3830339,103.7438283
4209,355 Clementi Ave 2,1.3144494,103.7695597
4210,355 Hougang Ave 7,1.3720476,103.8983059
4211,355 Kang Ching Rd,1.3391422,103.7209977
4212,355 Tampines St 33,1.3551036,103.9614891
4213,355 Woodlands Ave 1,1.4327977,103.7847701
4214,355 Yishun Ring Rd,1.4253478,103.8449493
4215,355A Sembawang Way,1.4495173,103.8188972
4216,355A Yishun Ring Rd,1.4260098,103.8446775
4217,356 Bt Batok St 31,1.3619012,103.750866
4218,356 Clementi Ave 2,1.3139719,103.7698766
4219,356 Hougang Ave 7,1.3726089,103.8987664
4220,356 Tampines St 33,1.3544454,103.9613984
4221,356 Woodlands Ave 5,1.4334207,103.7849059
4222,356 Yishun Ring Rd,1.4251983,103.8454022
4223,356A Admiralty Dr,1.449445,103.8169619
4224,356B Admiralty Dr,1.449222,103.8174148
4225,356C Admiralty Dr,1.4492741,103.8178902
4226,357 Admiralty Dr,1.4499623,103.8164186
4227,357 Clementi Ave 2,1.3141228,103.7690618
4228,357 Hougang Ave 7,1.3729709,103.8994913
4229,357 Tampines St 33,1.3540772,103.961761
4230,357 Woodlands Ave 5,1.4331299,103.7844532
4231,357 Yishun Ring Rd,1.4263682,103.8460363
4232,357 Yung An Rd,1.336689,103.721047
4233,357A Admiralty Dr,1.4499768,103.8170299
4234,357B Admiralty Dr,1.4503948,103.8175215
4235,357C Admiralty Dr,1.4497532,103.8175733
4236,358 Bt Batok St 31,1.3614621,103.7507755
4237,358 Clementi Ave 2,1.3135373,103.7690618
4238,358 Hougang Ave 5,1.3688925,103.8955041
4239,358 Tampines St 33,1.3543935,103.9608771
4240,358 Woodlands Ave 5,1.4336476,103.7838194
4241,358 Yishun Ring Rd,1.4268818,103.8460363
4242,358 Yung An Rd,1.3363879,103.7206688
4243,359 Admiralty Dr,1.4496709,103.8160563
4244,359 Bt Batok St 31,1.3613129,103.7512281
4245,359 Clementi Ave 2,1.3134596,103.7698766
4246,359 Hougang Ave 5,1.3692422,103.8952096
4247,359 Tampines St 34,1.3559073,103.961761
4248,359 Woodlands Ave 5,1.4341418,103.7840231
4249,359 Yishun Ring Rd,1.4274704,103.8457645
4250,359 Yung An Rd,1.3355715,103.7212952
4251,359A Admiralty Dr,1.4496188,103.8155808
4252,359B Admiralty Dr,1.4494014,103.815128
4253,359C Admiralty Dr,1.449331,103.8146299
4254,36 Bedok Sth Ave 2,1.3215806,103.9382803
4255,36 Beo Cres,1.2883406,103.8271961
4256,36 Cassia Cres,1.3098859,103.8851727
4257,36 Chai Chee Ave,1.3252727,103.9253656
4258,36 Circuit Rd,1.329042,103.8868958
4259,36 Eunos Cres,1.3211284,103.9016662
4260,36 Jln Rumah Tinggi,1.288588,103.8089019
4261,36 Lor 5 Toa Payoh,1.3348599,103.855095
4262,36 Marsiling Dr,1.4452271,103.7723882
4263,36 Moh Guan Ter,1.2849226,103.8310578
4264,36 Teban Gdns Rd,1.3199803,103.7427194
4265,360 Bt Batok St 31,1.3610968,103.7505944
4266,360 Hougang Ave 5,1.3695512,103.8955947
4267,360 Tampines St 34,1.3553922,103.9622144
4268,360 Woodlands Ave 5,1.4340656,103.7844758
4269,360 Yishun Ring Rd,1.4277638,103.8457645
4270,360 Yung An Rd,1.3355759,103.7217119
4271,360A Admiralty Dr,1.4492497,103.8158978
4272,360B Admiralty Dr,1.4487037,103.8151733
4273,360C Admiralty Dr,1.4485591,103.8148111
4274,361 Bt Batok St 31,1.3607462,103.750899
4275,361 Hougang Ave 5,1.3694025,103.8959572
4276,361 Tampines St 34,1.3558785,103.9626603
4277,361 Woodlands Ave 5,1.4339345,103.7849059
4278,361 Yishun Ring Rd,1.4283679,103.8459683
4279,361 Yung An Rd,1.3355759,103.7217124
4280,362 Bt Batok St 31,1.3606603,103.7500513
4281,362 Clementi Ave 2,1.3127272,103.7699671
4282,362 Hougang Ave 5,1.3701345,103.8960478
4283,362 Tampines St 34,1.3562754,103.9613984
4284,362 Woodlands Ave 5,1.4337849,103.7853586
4285,362 Yishun Ring Rd,1.4285435,103.8450633
4286,362 Yung An Rd,1.336402,103.7198535
4287,363 Bt Batok St 31,1.3609581,103.7492367
4288,363 Clementi Ave 2,1.3129909,103.7685643
4289,363 Hougang Ave 5,1.3701323,103.8964103
4290,363 Tampines St 34,1.3554002,103.9608544
4291,363 Woodlands Ave 5,1.4339295,103.7857208
4292,363 Yishun Ring Rd,1.4289411,103.845221
4293,363 Yung An Rd,1.3366379,103.7202511
4294,364 Bt Batok St 31,1.360665,103.7492367
4295,364 Clementi Ave 2,1.3123679,103.7687902
4296,364 Tampines St 34,1.3569978,103.9599252
4297,364 Woodlands Ave 5,1.4339973,103.7866262
4298,364 Yishun Ring Rd,1.4291651,103.8445869
4299,365 Bt Batok St 31,1.3608331,103.7486709
4300,365 Clementi Ave 2,1.3122881,103.7699671
4301,365 Corporation Dr,1.3392367,103.7205991
4302,365 Tampines St 34,1.3576164,103.9605598
4303,365 Woodlands Ave 5,1.4342109,103.7877128
4304,365 Yishun Ring Rd,1.429253,103.8451984
4305,366 Bt Batok St 31,1.3605216,103.7486935
4306,366 Clementi Ave 2,1.3125343,103.7717325
4307,366 Corporation Dr,1.3381421,103.7196092
4308,366 Tampines St 34,1.3575931,103.9613984
4309,366 Woodlands Ave 5,1.4338444,103.7876222
4310,366 Yishun Ring Rd,1.4291567,103.8459457
4311,367 Bt Batok St 31,1.3603687,103.7497798
4312,367 Clementi Ave 2,1.3129376,103.7715967
4313,367 Corporation Dr,1.3379468,103.7191322
4314,367 Tampines St 34,1.3581446,103.9602324
4315,367 Woodlands Ave 5,1.4334852,103.7863546
4316,367 Yishun Ring Rd,1.4296042,103.8447681
4317,367A Tampines St 34,1.3577464,103.9597015
4318,368 Bt Batok St 31,1.3603651,103.7504134
4319,368 Corporation Dr,1.3373286,103.7194715
4320,368 Tampines St 34,1.3587853,103.9609678
4321,368 Woodlands Ave 1,1.4331895,103.7867168
4322,369 Bt Batok St 31,1.3599955,103.7509565
4323,369 Tampines St 34,1.3584882,103.9602174
4324,369 Woodlands Ave 1,1.4334046,103.7875317
4325,369 Yung An Rd,1.3370316,103.7198215
4326,37 Bedok Sth Ave 2,1.3219414,103.9399096
4327,37 Cambridge Rd,1.3169626,103.8493879
4328,37 Chai Chee Ave,1.3254507,103.9262267
4329,37 Circuit Rd,1.328128,103.8867599
4330,37 Jln Rumah Tinggi,1.2893178,103.8091736
4331,37 Lim Liak St,1.2851532,103.830431
4332,37 Lor 5 Toa Payoh,1.3345944,103.8557908
4333,37 Marsiling Dr,1.445117,103.772459
4334,37 Teban Gdns Rd,1.320568,103.7423574
4335,37 Telok Blangah Rise,1.2727975,103.8229402
4336,370 Bt Batok St 31,1.3600039,103.7495082
4337,370 Hougang St 31,1.3637462,103.8894556
4338,370 Tampines St 34,1.3579698,103.9595852
4339,370 Woodlands Ave 1,1.4328735,103.7873732
4340,371 Bt Batok St 31,1.3594109,103.750685
4341,371 Clementi Ave 4,1.3203483,103.7683375
4342,371 Hougang St 31,1.3633582,103.8901651
4343,371 Jurong East St 32,1.3483807,103.731826
4344,371 Tampines St 34,1.357024,103.958588
4345,371 Woodlands Ave 1,1.4323082,103.7868073
4346,372 Bt Batok St 31,1.359015,103.751101
4347,372 Clementi Ave 4,1.3198395,103.7677038
4348,372 Hougang St 31,1.3632296,103.8901352
4349,372 Jurong East St 32,1.3486283,103.7317934
4350,372 Tampines St 34,1.3563868,103.9580214
4351,373 Clementi Ave 4,1.3194755,103.7673417
4352,373 Hougang St 31,1.3626974,103.8903391
4353,373 Tampines St 34,1.3559446,103.95852
4354,374 Bt Batok St 31,1.3581629,103.7507487
4355,374 Clementi Ave 4,1.3190389,103.766889
4356,374 Hougang St 31,1.362939,103.8897274
4357,374 Tampines St 34,1.3564571,103.95852
4358,375 Bt Batok St 31,1.3584516,103.7501674
4359,375 Clementi Ave 4,1.318418,103.7666627
4360,375 Hougang St 31,1.3632154,103.8894329
4361,376 Clementi Ave 4,1.3180889,103.7666174
4362,376A Hougang St 32,1.3635188,103.8935746
4363,376B Hougang St 32,1.3641284,103.8934725
4364,376C Hougang St 32,1.3641844,103.8937009
4365,377 Clementi Ave 5,1.3175325,103.7679301
4366,378 Clementi Ave 5,1.3176349,103.767364
4367,379 Clementi Ave 5,1.3179359,103.7677943
4368,38 Bedok Sth Rd,1.3209933,103.9386438
4369,38 Beo Cres,1.2886331,103.8271961
4370,38 Cambridge Rd,1.3166725,103.848935
4371,38 Circuit Rd,1.3279669,103.8861483
4372,38 Jln Bahagia,1.3270033,103.8564449
4373,38 Jln Rumah Tinggi,1.2887293,103.8098075
4374,38 Kim Pong Rd,1.2849128,103.8302774
4375,38 Lor 5 Toa Payoh,1.3353723,103.855095
4376,38 Teban Gdns Rd,1.3211511,103.74281
4377,38 Telok Blangah Rise,1.2725081,103.8223965
4378,38 Upp Boon Keng Rd,1.3181788,103.8742095
4379,380 Clementi Ave 5,1.318371,103.767442
4380,381 Clementi Ave 5,1.3185204,103.7679754
4381,381 Tampines St 32,1.3544592,103.9590413
4382,382 Tampines St 32,1.3541685,103.9586786
4383,383 Bt Batok West Ave 5,1.3622966,103.7521786
4384,383 Tampines St 32,1.3540588,103.9581874
4385,384 Bt Batok West Ave 5,1.3628829,103.7521786
4386,384 Tampines St 32,1.3540134,103.9579334
4387,385 Bt Batok West Ave 5,1.3634691,103.7521786
4388,385 Tampines St 32,1.354627,103.9588053
4389,386 Bt Batok West Ave 5,1.3639067,103.7525406
4390,386 Tampines St 32,1.3548212,103.9586726
4391,386 Yishun Ring Rd,1.4290066,103.8464892
4392,387 Bt Batok West Ave 5,1.3648976,103.7525889
4393,387 Tampines St 32,1.3552842,103.9587919
4394,387 Yishun Ring Rd,1.4295891,103.8472139
4395,388 Bt Batok West Ave 5,1.3648491,103.7520816
4396,388 Tampines St 32,1.3553977,103.9581573
4397,388 Yishun Ring Rd,1.4291853,103.8472592
4398,389 Bt Batok West Ave 5,1.3653721,103.7522773
4399,389 Tampines St 32,1.3547589,103.9578627
4400,389 Yishun Ave 6,1.4296553,103.8483915
4401,38A Bendemeer Rd,1.3201933,103.8670053
4402,38B Bendemeer Rd,1.3204988,103.8668888
4403,38C Bendemeer Rd,1.3213406,103.8668427
4404,38D Bendemeer Rd,1.3218715,103.8668213
4405,39 Bedok Sth Rd,1.3214265,103.9396401
4406,39 Cambridge Rd,1.3163824,103.8484821
4407,39 Circuit Rd,1.327512,103.8857179
4408,39 Jln Bahagia,1.327257,103.856489
4409,39 Jln Rumah Tinggi,1.2888188,103.8101471
4410,39 Jln Tiga,1.307757,103.8850026
4411,39 Teban Gdns Rd,1.3213889,103.7428326
4412,39 Telok Blangah Rise,1.2718493,103.8225772
4413,39 Upp Boon Keng Rd,1.318769,103.874187
4414,390 Bt Batok West Ave 5,1.3653291,103.7524912
4415,390 Tampines Ave 7,1.3561324,103.957704
4416,390 Yishun Ave 6,1.4292884,103.8483915
4417,391 Bt Batok West Ave 5,1.3658973,103.7527548
4418,391 Tampines Ave 7,1.3555647,103.957772
4419,391 Yishun Ave 6,1.4295041,103.8491162
4420,392 Bt Batok West Ave 5,1.3658965,103.7533232
4421,392 Tampines Ave 7,1.3551282,103.9573188
4422,392 Yishun Ave 6,1.4287329,103.8492521
4423,393 Bt Batok West Ave 5,1.366553,103.7532793
4424,393 Tampines Ave 7,1.3552794,103.9565028
4425,393 Yishun Ave 6,1.4285536,103.8485727
4426,394 Bt Batok West Ave 5,1.3664096,103.7527361
4427,394 Tampines Ave 7,1.3551361,103.9559589
4428,394 Yishun Ave 6,1.428921,103.8484821
4429,395 Bt Batok West Ave 5,1.3664447,103.7524473
4430,395 Tampines Ave 7,1.3556675,103.9558456
4431,395 Yishun Ring Rd,1.4288549,103.8473045
4432,396 Tampines Ave 7,1.3557918,103.9565028
4433,396 Yishun Ave 6,1.4283979,103.8470554
4434,397 Yishun Ave 6,1.4278283,103.8472139
4435,398 Yishun Ring Rd,1.4279061,103.8464892
4436,399 Yishun Ave 6,1.4275343,103.8473045
4437,39A Bendemeer Rd,1.320226,103.8663249
4438,3A Geylang Serai,1.31749,103.8988746
4439,3A Holland Cl,1.3087711,103.7968581
4440,3A Upp Boon Keng Rd,1.3140511,103.87258
4441,3B Upp Boon Keng Rd,1.3143059,103.8728065
4442,3C Upp Boon Keng Rd,1.3139023,103.873033
4443,3D Upp Boon Keng Rd,1.3134077,103.8728509
4444,4 Bedok Sth Ave 1,1.3225245,103.933542
4445,4 Boon Keng Rd,1.3160261,103.8599647
4446,4 Changi Village Rd,1.3891466,103.9874204
4447,4 Delta Ave,1.2918537,103.8266527
4448,4 Everton Pk,1.2769422,103.8400225
4449,4 Ghim Moh Rd,1.3132104,103.7881655
4450,4 Haig Rd,1.3120909,103.8972294
4451,4 Holland Cl,1.3079724,103.7957715
4452,4 Jln Batu,1.301845,103.8839963
4453,4 Jln Bt Ho Swee,1.2874406,103.8312719
4454,4 Joo Chiat Rd,1.3155514,103.8981409
4455,4 Lor 7 Toa Payoh,1.3391094,103.8558209
4456,4 Lor Lew Lian,1.3501833,103.8764759
4457,4 Marine Ter,1.305166,103.9176164
4458,4 Queen'S Rd,1.3191525,103.8083359
4459,4 Sago Lane,1.2817753,103.8429707
4460,4 Teck Whye Ave,1.3818992,103.7528575
4461,4 Tg Pagar Plaza,1.276057,103.8423628
4462,4 Toh Yi Dr,1.3384688,103.7747655
4463,4 Upp Aljunied Lane,1.3334723,103.8790165
4464,40 Bedok Sth Rd,1.3210603,103.9397313
4465,40 Beo Cres,1.2891435,103.8274678
4466,40 Cambridge Rd,1.3155926,103.8488257
4467,40 Chai Chee Ave,1.3261076,103.9264986
4468,40 Circuit Rd,1.3276542,103.8864427
4469,40 Holland Dr,1.3071989,103.7934398
4470,40 Jln Bahagia,1.32726,103.8564994
4471,40 Jln Rumah Tinggi,1.2887805,103.8104641
4472,40 Sims Dr,1.3174298,103.8763029
4473,40 Teban Gdns Rd,1.3213753,103.7419953
4474,40 Telok Blangah Rise,1.2722113,103.8232113
4475,401 Admiralty Link,1.4542991,103.8156035
4476,401 Ang Mo Kio Ave 10,1.3610716,103.8553668
4477,401 Bedok Nth Ave 3,1.3309326,103.9335232
4478,401 Choa Chu Kang Ave 3,1.379649,103.7397099
4479,401 Fajar Rd,1.3805595,103.7686997
4480,401 Hougang Ave 10,1.3748239,103.8969905
4481,401 Jurong West St 42,1.3534462,103.7215593
4482,401 Pandan Gdns,1.3203767,103.7503229
4483,401 Serangoon Ave 1,1.3463945,103.8733048
4484,401 Sin Ming Ave,1.3625976,103.8330838
4485,401 Tampines St 41,1.3571056,103.9447179
4486,401 Woodlands St 41,1.4304672,103.7728416
4487,401 Yishun Ave 6,1.4270218,103.8471233
4488,402 Admiralty Link,1.4538036,103.8155808
4489,402 Ang Mo Kio Ave 10,1.3615485,103.8552309
4490,402 Bedok Nth Ave 3,1.3305299,103.9335685
4491,402 Bt Batok West Ave 7,1.3646506,103.7443487
4492,402 Choa Chu Kang Ave 3,1.379211,103.7393931
4493,402 Fajar Rd,1.3803433,103.7680659
4494,402 Hougang Ave 10,1.3745264,103.8965915
4495,402 Jurong West St 42,1.3533456,103.7225362
4496,402 Pandan Gdns,1.3207458,103.7497798
4497,402 Serangoon Ave 1,1.3466157,103.873033
4498,402 Sin Ming Ave,1.362765,103.832646
4499,402 Tampines St 41,1.3573379,103.9454641
4500,402 Woodlands St 41,1.431003,103.7722305
4501,402 Yishun Ring Rd,1.426591,103.8473312
4502,403 Admiralty Link,1.4539101,103.8161695
4503,403 Ang Mo Kio Ave 10,1.3613694,103.8545514
4504,403 Bedok Nth Ave 3,1.3297967,103.9338404
4505,403 Bt Batok West Ave 7,1.3651604,103.7448918
4506,403 Choa Chu Kang Ave 3,1.3792682,103.7390084
4507,403 Fajar Rd,1.3811496,103.7680659
4508,403 Hougang Ave 10,1.3748932,103.8965009
4509,403 Jurong West St 42,1.3538264,103.7214044
4510,403 Pandan Gdns,1.3203086,103.7494177
4511,403 Serangoon Ave 1,1.3464724,103.8724894
4512,403 Sin Ming Ave,1.3628906,103.8334562
4513,403 Tampines St 41,1.3574887,103.9449219
4514,403 Woodlands St 41,1.4307199,103.7720979
